feature_id,internal_id,species,verdict,taxonomy
NZ_JBFXHJ010000099.1_mcrA_product_or_note_1,a1074,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp.
NZ_JBFYLB010000172.1_mcrA_gene_1,a1075,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp.
NZ_JBGGIR010000001.1_mcrA_gene_1,a1076,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp.
NZ_JBGMEB010000018.1_mcrA_gene_1,a1077,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp.
NZ_JBGMED010000010.1_mcrA_gene_1,a1078,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum
NZ_JBGUIH010000052.1_mcrA_gene_1,a1079,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGUIW010000121.1_mcrA_gene_1,a1080,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGULU010000152.1_mcrA_gene_1,a1081,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGUML010000149.1_mcrA_gene_1,a1082,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGUNR010000102.1_mcrA_gene_1,a1083,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGUPC010000012.1_mcrA_gene_1,a1084,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGUWC010000078.1_mcrA_gene_1,a1085,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGUXG010000012.1_mcrA_gene_1,a1086,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGUXG010000082.1_mcrA_gene_1,a1087,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGVFE010000001.1_mcrA_gene_1,a1088,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGVFE010000013.1_mcrA_gene_1,a1089,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGVHO010000067.1_mcrA_gene_1,a1090,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGVOG010000093.1_mcrA_gene_1,a1091,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGVQT010000020.1_mcrA_gene_1,a1092,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBGVQT010000054.1_mcrA_gene_1,a1093,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBHKXI010000004.1_mcrA_gene_1,a1094,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum sp.
NZ_JBHKXJ010000002.1_mcrA_gene_1,a1095,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii
NZ_JBJEIM010000008.1_mcrA_gene_1,a1096,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBJEIO010000005.1_mcrA_gene_1,a1097,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBJEIP010000010.1_mcrA_gene_1,a1098,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter ruminantium
NZ_JBKGYF010000008.1_mcrA_gene_1,a1099,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalobium;s__Methanohalobium sp.
NZ_JBKQWO010000010.1_mcrA_gene_1,a1100,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp.
NZ_JBLNNI010000002.1_mcrA_gene_1,a1101,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp.
NZ_JBLNNI010000016.1_mcrA_gene_1,a1102,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp.
NZ_JBMHJL010000419.1_mcrA_gene_1,a1103,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis
NZ_JBMNHV010000002.1_mcrA_gene_1,a1104,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera sp.
NZ_JBMNHW010000005.1_mcrA_gene_1,a1105,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter boviskoreani
NZ_JBMXXF010000027.1_mcrA_gene_1,a1106,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus sp.
NZ_JBMYDX010000005.1_mcrA_gene_1,a1107,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus kandleri
NZ_JBMYDX010000056.1_mcrA_gene_1,a1108,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus kandleri
NZ_JBNAKN010000003.1_mcrA_gene_1,a1109,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp.
NZ_JBNAKN010000009.1_mcrA_gene_1,a1110,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp.
NZ_JBNAKP010000062.1_mcrA_gene_1,a1111,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp.
NZ_JBNARD010000026.1_mcrA_gene_1,a1112,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp.
NZ_JBNARH010000068.1_mcrA_gene_1,a1113,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter sp.
NZ_JBNARH010000068.1_mcrA_gene_2,a1114,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter sp.
NZ_JBNGCU010000096.1_mcrA_gene_1,a1115,no,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis sp.
NZ_JBNGFP010000022.1_mcrA_gene_1,a1116,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBNGFW010000036.1_mcrA_gene_1,a1117,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
NZ_JBNPXC010000002.1_mcrA_gene_1,a1118,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium oryzae
NZ_JBNPXC010000003.1_mcrA_gene_1,a1119,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium oryzae
NZ_JBNVBX010000005.1_mcrA_gene_1,a1120,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp.
NZ_JBPEHK010000001.1_mcrA_gene_1,a1121,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter sp.
NZ_JBPEHK010000001.1_mcrA_gene_2,a1122,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter sp.
NZ_JBPLBJ010000023.1_mcrA_gene_1,a1123,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus sp.
NZ_JBPMAZ010000005.1_mcrA_gene_1,a1124,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus infernus
NZ_JBPMBN010000003.1_mcrA_gene_1,a1125,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus sp.
NZ_JBPMJL010000002.1_mcrA_gene_1,a1126,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus sp.
NZ_JBPMMO010000062.1_mcrA_gene_1,a1127,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp.
NZ_JBPMNL010000010.1_mcrA_gene_1,a1128,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus sp.
NZ_JBPMZR010000019.1_mcrA_gene_1,a1129,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp.
NZ_JBPNEJ010000004.1_mcrA_gene_1,a1130,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus sp.
NZ_JBPNEJ010000023.1_mcrA_gene_1,a1131,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus sp.
NZ_JBPNKS010000017.1_mcrA_gene_1,a1132,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp.
NZ_JBPPGH010000009.1_mcrA_gene_1,a1133,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp.
NZ_JBPPGH010000051.1_mcrA_gene_1,a1134,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp.
NZ_JBPUIR010000014.1_mcrA_gene_1,a1135,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum sp.
NZ_JBPUIS010000012.1_mcrA_gene_1,a1136,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum sp.
NZ_JBSQOX010000027.1_mcrA_gene_1,a1137,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp.
NZ_JBSQXV010000029.1_mcrA_gene_1,a1138,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp.
NZ_JBSQXV010000029.1_mcrA_gene_2,a1139,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp.
NZ_JBUDPW010000004.1_mcrA_gene_1,a1140,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus sp.
NZ_JBVVKT010000072.1_mcrA_gene_1,a1141,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum
NZ_JBVVKT010000118.1_mcrA_gene_1,a1142,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum
NZ_JBWGRL010000071.1_mcrA_gene_1,a1143,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter sp.
NZ_JBXMCF010000015.1_mcrA_gene_1,a1144,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii
NZ_JBYCFG010000001.1_mcrA_gene_1,a1145,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp.
NZ_JJOS01000028.1_mcrA_gene_1,a1146,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei
NZ_JJOV01000081.1_mcrA_gene_1,a1147,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp.
NZ_JJOW01000151.1_mcrA_gene_1,a1148,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp.
NZ_JJPA01000246.1_mcrA_gene_1,a1149,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei
NZ_JJPT01000103.1_mcrA_gene_1,a1150,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei
NZ_JJQL01000030.1_mcrA_gene_1,a1151,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp.
NZ_JJQY01000002.1_mcrA_gene_1,a1152,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp.
NZ_JMIO01000058.1_mcrA_gene_1,a1153,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sp.
NZ_JMIO01000060.1_mcrA_gene_1,a1154,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sp.
NZ_JOMF01000006.1_mcrA_gene_1,a1155,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium;s__Methanomicrobium mobile
NZ_JQKN01000002.1_mcrA_gene_1,a1156,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium arcticum
NZ_JQKN01000013.1_mcrA_gene_1,a1157,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium arcticum
NZ_JQLR01000001.1_mcrA_gene_1,a1158,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina soligelidi
NZ_JQLY01000001.1_mcrA_gene_1,a1159,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp.
NZ_JRWK01000005.1_mcrA_gene_1,a1160,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera sp.
NZ_JTEO01000002.1_mcrA_gene_1,a1161,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus chelungpuianus
NZ_JWHL01000011.1_mcrA_gene_1,a1162,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocalculaceae;g__Methanocalculus;s__Methanocalculus chunghsingensis
NZ_JXOJ01000001.1_mcrA_gene_1,a1163,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sediminis
NZ_JXOJ01000001.1_mcrA_gene_2,a1164,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sediminis
NZ_KK211377.1_mcrA_gene_1,a1165,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter wolinii
NZ_KN360941.1_mcrA_gene_1,a1166,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__Methanolacinia paynteri
NZ_KN360943.1_mcrA_gene_1,a1167,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__Methanolacinia paynteri
NZ_LGGL01000025.1_mcrA_gene_1,a1168,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp.
NZ_LHQS01000002.1_mcrA_gene_1,a1169,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus taiwanensis
NZ_LMVM01000001.1_mcrA_gene_1,a1170,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium bryantii
NZ_LTBL01000001.1_mcrA_gene_1,a1171,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanovulcanius;s__Methanovulcanius yangii
NZ_LTBL01000001.1_mcrA_gene_2,a1172,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanovulcanius;s__Methanovulcanius yangii
NZ_LZPM01000018.1_mcrA_gene_1,a1173,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp.
NZ_MBKP01000024.1_mcrA_gene_1,a1174,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus psychrotolerans
NZ_NQLD01000008.1_mcrA_gene_1,a1175,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter intestini
NZ_NTMG01000073.1_mcrA_gene_1,a1176,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__ANME-2 cluster;g__Candidatus Methanoperedentaceae;s__Candidatus Methanoperedentaceae sp.
NZ_OBDR01000004.1_mcrA_gene_1,a1177,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus euhalobius
NZ_PGCK01000014.1_mcrA_gene_1,a1178,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae;g__Methanooceanicella;s__Methanooceanicella nereidis
NZ_PGCL01000001.1_mcrA_gene_1,a1179,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__Methanofollis fontis
NZ_PGCL01000002.1_mcrA_gene_1,a1180,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__Methanofollis fontis
NZ_PGGK01000001.1_mcrA_gene_1,a1181,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus halotolerans
NZ_PIZH01000161.1_mcrA_gene_1,a1182,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp.
NZ_PVBU01000006.1_mcrA_gene_1,a1183,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus euhalobius
NZ_QBKB01000002.1_mcrA_gene_1,a1184,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus profundi
NZ_QFDM01000001.1_mcrA_gene_1,a1185,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus oceani
NZ_QFDM01000001.1_mcrA_gene_2,a1186,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus oceani
